team_id;fifa_version;team_name;league_name;league_level;nationality_id;nationality_name;coach_id;home_stadium;international_prestige
1940;17;Mansfield Town;League Two;4;14;England;455570;Court Lane;1
1941;17;Hartlepool United;League Two;4;14;England;524428;Town Park;1
1943;17;AFC Bournemouth;Premier League;1;14;England;270;Vitality Stadium;3
1944;17;Cambridge United;League One;4;14;England;27048405;Town Park;1
1945;17;Bury;League One;3;14;England;;Court Lane;1
1949;17;Scunthorpe United;League Two;3;14;England;524249;Court Lane;1
1951;17;Oxford United;League One;3;14;England;455357;Court Lane;1
1952;17;Hull City;Championship;1;14;England;126;MKM Stadium;2
1954;17;Southend United;League Two;3;14;England;6711;Court Lane;1
1955;17;Rochdale;League Two;3;14;England;456159;Crown Lane;1
1958;17;Leyton Orient;League One;4;14;England;2103;Court Lane;1
1960;17;Swansea City;Championship;1;14;England;904;Swansea.com Stadium;4
1961;17;Cardiff City;Championship;2;14;England;869;Molton Road (Sheldon Stadium);1
1962;17;Bristol Rovers;League One;3;14;England;658;Court Lane;1
1968;17;Cádiz;La Liga;2;45;Spain;184794;Estadio Nacional (El Medio);1
1970;17;Tigres UANL;Liga MX;1;83;Mexico;896765;El Libertador (La Bombastico);7
1971;17;Excelsior;Eredivisie;1;34;Netherlands;4187834;Town Park;1
2007;17;Sporting Lokeren;Jupiler Pro League;1;7;Belgium;7713957;Ivy Lane;1
2013;17;AS Eupen;Jupiler Pro League;1;7;Belgium;474761;Town Park;1
2038;17;Avellino;Serie B;2;27;Italy;37542467;Stadio Classico;2
2055;17;Sangju Sangmu;K League 1;1;167;Korea Republic;942497;Euro Park;1
10019;17;CD Feirense;Liga Portugal;1;38;Portugal;37553115;Town Park;1
10020;17;Estoril;Liga Portugal;1;38;Portugal;160758;Arena del Centenario (Estadio del Pueblo);5
10029;17;TSG Hoffenheim;Bundesliga;1;21;Germany;458614;Stadion Neder;4
10032;17;Lugano;Super League;1;47;Switzerland;198883;Euro Park;1
15001;17;Lyngby;Superliga;1;13;Denmark;37524040;Euro Park;1
15005;17;Zulte-Waregem;Jupiler Pro League;1;7;Belgium;60361;Euro Arena;2
15009;17;Rheindorf Altach;Bundesliga;1;4;Austria;29560;Town Park;1
15015;17;Burton Albion;League One;2;14;England;11018;Court Lane;1
15019;17;Gimnàstic de Tarragona;La Liga 2;2;45;Spain;896657;Stadio Classico;1
15029;17;Universidad de Chile;Primera Division;1;55;Chile;232657;El Monumento (Estadio Latino);7
100081;17;Kortrijk;Jupiler Pro League;1;7;Belgium;60268;Court Lane;1
100325;17;HJK;Veikkausliiga;1;17;Finland;90958;Court Lane;1
100409;17;FC Augsburg;Bundesliga;1;21;Germany;38927;Stadion Neder;4
100632;17;Go Ahead Eagles;Eredivisie;1;34;Netherlands;455925;Molton Road (Sheldon Stadium);1
100634;17;Heracles Almelo;Eredivisie;1;34;Netherlands;2510291;Stadion Neder;1
100646;17;Sparta Rotterdam;Eredivisie;1;34;Netherlands;458500;Stadion Neder;1
100764;17;Krylya Sovetov Samara;Premier League;1;40;Russia;1553411;Euro Arena;2
100765;17;Lokomotiv Moskva;Premier League;1;40;Russia;524533;Waldstadion (Fussballstadion);6
100766;17;FC Anzhi Makhachkala;Premier League;1;40;Russia;374099;Euro Park;6
100767;17;Spartak Moskva;Premier League;1;40;Russia;1854949;Waldstadion (Fussballstadion);5
100769;17;Zenit St. Petersburg;Premier League;1;40;Russia;169214;Stadion 23. Maj;9
100804;17;St. Johnstone;Premiership;1;42;Scotland;1742;Court Lane;1
100831;17;Alcorcón;La Liga 2;2;45;Spain;896662;Town Park;1
100888;17;Leganés;La Liga 2;1;45;Spain;456080;Stadion 23. Maj;1
101008;17;Ankaraspor;Super Lig;1;48;Turkey;37524131;Molton Road (Sheldon Stadium);1
101014;17;?stanbul Ba?ak?ehir;Super Lig;1;48;Turkey;380;Stadion Neder;4
101020;17;Kayserispor;Super Lig;1;48;Turkey;30462;Sanderson Park (FIFA 13 NEW generic);2
101024;17;Gaziantepspor;Super Lig;1;48;Turkey;387349;Stadion Neder;4
101025;17;Gençlerbirli?i;Super Lig;1;48;Turkey;460450;Stadion Neder;3
101033;17;Konyaspor;Super Lig;1;48;Turkey;3568847;Euro Arena;3
101037;17;Rizespor;Super Lig;1;48;Turkey;18228014;Stadion Neder;2
101059;17;Shakhtar Donetsk;Premier League;1;49;Ukraine;456680;Donbass Arena;8
101083;17;Estudiantes;Liga Profesional;1;52;Argentina;6972914;Stadion Olympik;5
101084;17;Gimnasia La Plata;Liga Profesional;1;52;Argentina;468236;Stadio Classico;2
101085;17;Racing Club;Liga Profesional;1;52;Argentina;128851;O Dromo;5
101088;17;Vélez Sarsfield;Liga Profesional;1;52;Argentina;260206;Estadio Nacional (El Medio);8
101097;17;Audax Italiano;Primera Division;1;55;Chile;458577;Stadion Neder;2
101100;17;Atlético Nacional;Liga BetPlay;1;56;Colombia;36084458;El Libertador (La Bombastico);7
101101;17;Junior;Liga BetPlay;1;56;Colombia;1030277;O Dromo;5
101102;17;Deportivo Cali;Liga BetPlay;1;56;Colombia;474734;O Dromo;3
101103;17;Independiente Medellín;Liga BetPlay;1;56;Colombia;235436;El Libertador (La Bombastico);3
101104;17;Santa Fe;Liga BetPlay;1;56;Colombia;19264859;Stadio Classico;8
101105;17;Millonarios;Liga BetPlay;1;56;Colombia;3526244;Stadio Classico;4
101106;17;Once Caldas;Liga BetPlay;1;56;Colombia;471824;O Dromo;5
101112;17;Vancouver Whitecaps;Major League Soccer;1;95;United States;37590075;BC Place Stadium;2
101114;17;Atlas;Liga MX;1;83;Mexico;460370;O Dromo;3
101121;17;Necaxa;Liga MX;1;83;Mexico;251867;Waldstadion (Fussballstadion);1
101144;17;Júbilo Iwata;J-League;1;163;Japan;524400;Crown Lane;2
101145;17;Kashiwa Reysol;J-League;1;163;Japan;460941;Estadio Presidente G.Lopes;7
101146;17;Vissel Kobe;J-League;1;163;Japan;308790;Sanderson Park (FIFA 13 NEW generic);1
101147;17;Kashima Antlers;J-League;1;163;Japan;308330;Estadio de las Artes (Generic Stadium NG);4
101150;17;Tokyo;J-League;1;163;Japan;37429198;Stadion Olympik;5
101151;17;Yokohama F. Marinos;J-League;1;163;Japan;328728;Stadion Olympik;4
105035;17;Netherlands;Friendly International;;34;Netherlands;37523072;Johan Cruijff ArenA;8
110062;17;Girona;La Liga;2;45;Spain;186018;Stadio Classico;1
110069;17;Mirandés;La Liga 2;2;45;Spain;185262;Town Park;1
110081;17;Northern Ireland;Friendly International;;35;Northern Ireland;1452907;Molton Road (Sheldon Stadium);2
110093;17;Independiente;Liga Profesional;1;52;Argentina;456309;El Libertador (La Bombastico);3
110109;17;Terek Grozny;Premier League;1;40;Russia;1533141;Eastpoint Arena (Football Ground);2
110144;17;Santos Laguna;Liga MX;1;83;Mexico;1854951;Estadio Nacional (El Medio);9
110145;17;Tiburones Rojos de Veracruz;Liga MX;1;83;Mexico;1553640;Stadio Classico;1
110147;17;Pachuca;Liga MX;1;83;Mexico;455745;Stade Municipal;5
110150;17;Querétaro;Liga MX;1;83;Mexico;252780;Stadio Classico;5
110152;17;Puebla;Liga MX;1;83;Mexico;470363;Stadion Olympik;2
110178;17;Sandhausen;3. Liga;2;21;Germany;896531;Court Lane;1
110197;17;Würzburger Kickers;3. Liga;2;21;Germany;458184;Stadion 23. Maj;1
110227;17;Rubin Kazan;Premier League;1;40;Russia;882970;Stadion Europa (Generic Europe 2);7
110231;17;FC Rostov;Premier League;1;40;Russia;10264954;Stadion 23. Maj;5
110233;17;FC Tom Tomsk;Premier League;1;40;Russia;33980182;Euro Park;3
110234;17;Amkar Perm;Premier League;1;40;Russia;1553390;Stadion 23. Maj;2
110313;17;Accrington Stanley;League Two;4;14;England;524572;Town Park;1
110316;17;GFC Ajaccio;Ligue 2;2;18;France;37655213;Town Park;1
110326;17;Tours FC;Ligue 2;2;18;France;465026;Euro Park;1
110329;17;St. Pauli;2. Bundesliga;2;21;Germany;31151;Ivy Lane;2
110373;17;Salernitana;Serie A;2;27;Italy;364995;Stadio Classico;2
110374;17;Fiorentina;Serie A;1;27;Italy;128261;Stadio Classico;6
110392;17;Atlético de Rafaela;Liga Profesional;1;52;Argentina;232813;Arena del Centenario (Estadio del Pueblo);1
110394;17;Arsenal de Sarandi;Liga Profesional;1;52;Argentina;896665;Arena del Centenario (Estadio del Pueblo);6
110395;17;Lanús;Liga Profesional;1;52;Argentina;468196;Estadio Presidente G.Lopes;7
110396;17;Newell's Old Boys;Liga Profesional;1;52;Argentina;37523462;Estadio Nacional (El Medio);6
110398;17;Club Olimpo;Liga Profesional;1;52;Argentina;471281;Arena del Centenario (Estadio del Pueblo);1
110401;17;Adanaspor;Super Lig;1;48;Turkey;32012784;Euro Arena;1
110404;17;Banfield;Liga Profesional;1;52;Argentina;765710;Estadio Presidente G.Lopes;2
110406;17;Colón;Liga Profesional;1;52;Argentina;37664710;Stadio Classico;2
110456;17;Valenciennes;Ligue 2;2;18;France;94983;Waldstadion (Fussballstadion);1
110500;17;Eintracht Braunschweig;2. Bundesliga;2;21;Germany;36891;Euro Arena;2
110502;17;Darmstadt 98;Bundesliga;1;21;Germany;460255;Stadion 23. Maj;1
110554;17;Quilmes Atlético Club;Liga Profesional;1;52;Argentina;211449;Stadio Classico;2
110556;17;Genoa;Serie A;1;27;Italy;35571;Stadion Europa (Generic Europe 2);4
110565;17;Górnik ??czna;Ekstraklasa;1;37;Poland;23738838;Molton Road (Sheldon Stadium);1
110569;17;Dijon;Ligue 2;1;18;France;95070;Ivy Lane;1
110576;17;Football Bourg En Bresse Peronnas 01;Ligue 2;2;18;France;457206;Euro Park;1
110580;17;Rosario Central;Liga Profesional;1;52;Argentina;252;Stadio Classico;3
110581;17;Patronato;Liga Profesional;1;52;Argentina;412537;Arena del Centenario (Estadio del Pueblo);1
110636;17;Fortuna Düsseldorf;2. Bundesliga;2;21;Germany;33212;Sanderson Park (FIFA 13 NEW generic);2
110714;17;Sevilla Atlético;La Liga 2;2;45;Spain;37593601;Town Park;1
110724;17;Mechelen;Jupiler Pro League;1;7;Belgium;23316;Crown Lane;2
110734;17;Crotone;Serie B;1;27;Italy;896621;Crown Lane;1
110738;17;Pisa;Serie B;2;27;Italy;5332165;Stadion 23. Maj;1
110741;17;Spezia;Serie B;2;27;Italy;37351217;Town Park;2
110745;17;Jagiellonia Bia?ystok;Ekstraklasa;1;37;Poland;154013;Waldstadion (Fussballstadion);4
110746;17;Pogo? Szczecin;Ekstraklasa;1;37;Poland;460391;Euro Park;2
110747;17;Cracovia Kraków;Ekstraklasa;1;37;Poland;456647;Molton Road (Sheldon Stadium);2
110749;17;Zag??bie Lubin;Ekstraklasa;1;37;Poland;456984;Stadion Neder;2
110756;17;Arsenal Tula;Premier League;1;40;Russia;784547;Euro Park;1
110765;17;Incheon United;K League 1;1;167;Korea Republic;465969;Estadio de las Artes (Generic Stadium NG);2
110770;17;Sion;Super League;1;47;Switzerland;1846740;Court Lane;3
110781;17;León;Liga MX;1;83;Mexico;29303607;Stadio Classico;4
110822;17;FC Ufa;Premier League;1;40;Russia;170857;Town Park;1
110827;17;Real Oviedo;La Liga 2;2;45;Spain;524834;Stadion Europa (Generic Europe 2);1
110831;17;Lugo;La Liga 2;2;45;Spain;21072678;Court Lane;1
110832;17;Granada;La Liga;1;45;Spain;896473;Stadio Classico;1
110839;17;Huesca;La Liga 2;2;45;Spain;533879;Town Park;1
110854;17;CF Reus Deportiu;La Liga 2;2;45;Spain;;Town Park;1
110890;17;Crawley Town;League Two;4;14;England;3494;Town Park;1
110913;17;Waasland-Beveren;Jupiler Pro League;1;7;Belgium;60851;Court Lane;1
110915;17;Cesena;Serie B;2;27;Italy;896625;Stade Municipal;2
110929;17;Kaizer Chiefs;Premier League;1;140;South Africa;286861;Estadio Presidente G.Lopes;5
110930;17;Orlando Pirates;Premier League;1;140;South Africa;29720314;Waldstadion (Fussballstadion);7
110975;17;Universidad Católica;Primera Division;1;55;Chile;429896;Stadio Classico;6
110976;17;Santiago Wanderers;Primera Division;1;55;Chile;471757;Arena d'Oro;2
110977;17;Unión Española;Primera Division;1;55;Chile;219788;Estadio Nacional (El Medio);6
110978;17;Cobresal;Primera Division;1;55;Chile;5666333;Arena d'Oro;2
110980;17;Colo-Colo;Primera Division;1;55;Chile;474441;Estadio Nacional (El Medio);4
111022;17;Belgrano;Liga Profesional;1;52;Argentina;211391;O Dromo;2
111042;17;Goiás;Serie A;2;54;Brazil;458991;O Dromo;1
111043;17;Ponte Preta;Serie A;1;54;Brazil;470838;Estadio Nacional (El Medio);2
111044;17;Coritiba;Serie A;1;54;Brazil;456033;Stadio Classico;3
111045;17;Figueirense;Serie A;1;54;Brazil;466902;Stadio Classico;2
111046;17;Criciúma;Serie B;2;54;Brazil;467344;Estadio Presidente G.Lopes;1
111054;17;Joinville;Serie B;2;54;Brazil;523906;Estadio Nacional (El Medio);1
111057;17;Sport Club do Recife;Serie A;1;54;Brazil;464277;Stadio Classico;3
111058;17;Santa Cruz;Serie A;1;54;Brazil;3618158;El Monumento (Estadio Latino);1
111065;17;Real Salt Lake;Major League Soccer;1;95;United States;524071;Stadio Classico;4
111082;17;Arka Gdynia;Ekstraklasa;1;37;Poland;524250;Stadion Neder;2
111083;17;Korona Kielce;Ekstraklasa;1;37;Poland;456904;Waldstadion (Fussballstadion);2
111086;17;Piast Gliwice;Ekstraklasa;1;37;Poland;4977578;Molton Road (Sheldon Stadium);4
111091;17;Lechia Gda?sk;Ekstraklasa;1;37;Poland;458915;Sanderson Park (FIFA 13 NEW generic);2
111092;17;?l?sk Wroc?aw;Ekstraklasa;1;37;Poland;154225;Waldstadion (Fussballstadion);4
111099;17;South Africa;Friendly International;;140;South Africa;896106;Estadio Presidente G.Lopes;4
111108;17;Peru;Friendly International;;59;Peru;524143;O Dromo;3
111109;17;Colombia;Friendly International;;56;Colombia;37553735;O Dromo;7
111112;17;Côte d'Ivoire;Friendly International;;108;Côte d'Ivoire;455928;Aloha Park (Generic Oceania 2);6
111130;17;Egypt;Friendly International;;111;Egypt;455931;El Monumento (Estadio Latino);5
111131;17;Finn Harps;Premier Division;1;25;Republic of Ireland;456463;Town Park;1
111139;17;CF Montréal;Major League Soccer;1;95;United States;37563973;Molton Road (Sheldon Stadium);4
111140;17;Portland Timbers;Major League Soccer;1;95;United States;1025473;Arena del Centenario (Estadio del Pueblo);3
111144;17;Seattle Sounders;Major League Soccer;1;95;United States;429937;Lumen Field;4
111235;17;Heidenheim;Bundesliga;2;21;Germany;458978;Molton Road (Sheldon Stadium);1
111239;17;Ingolstadt;3. Liga;1;21;Germany;460156;Stadion Neder;3
111264;17;FC Ural Yekaterinburg;Premier League;1;40;Russia;455831;Town Park;2
111273;17;Red Star FC;Ligue 2;2;18;France;524771;Town Park;1
111277;17;Gefle IF;Allsvenskan;1;46;Sweden;19980368;Town Park;1
111327;17;Huachipato;Primera Division;1;55;Chile;458791;Court Lane;3
111328;17;Palestino;Primera Division;1;55;Chile;470514;Arena d'Oro;3
111339;17;Kas?mpa?a;Super Lig;1;48;Turkey;199962;Stadio Classico;3
111340;17;Akhisar Belediyespor;Super Lig;1;48;Turkey;4243191;Stadion Neder;2
111393;17;Adelaide United;A-League;1;195;Australia;23302395;Crown Lane;5
111395;17;Brisbane Roar;A-League;1;195;Australia;1030239;Waldstadion (Fussballstadion);5
111396;17;Central Coast Mariners;A-League;1;195;Australia;684;Crown Lane;5
111397;17;Melbourne Victory;A-League;1;195;Australia;896782;Stade Municipal;4
111398;17;Newcastle Jets;A-League;1;195;Australia;1552268;Forest Park Stadium (Square Ground);1
111399;17;Perth Glory;A-League;1;195;Australia;5224;Forest Park Stadium (Square Ground);1
111400;17;Sydney;A-League;1;195;Australia;17159485;Estadio de las Artes (Generic Stadium NG);2
111451;17;Bolivia;Friendly International;;53;Bolivia;216631;El Monumento (Estadio Latino);1
111455;17;Canada;Friendly International;;70;Canada;14328880;Stadion 23. Maj;2
111459;17;Chile;Friendly International;;55;Chile;523896;El Monumento (Estadio Latino);7
111465;17;Ecuador;Friendly International;;57;Ecuador;455728;Euro Arena;5
111466;17;India;Friendly International;;159;India;467517;O Dromo;1
111487;17;Venezuela;Friendly International;;61;Venezuela;474731;Euro Arena;2
111560;17;Royal Excel Mouscron;Jupiler Pro League;1;7;Belgium;34874032;Court Lane;1
111575;17;Urawa Reds;J-League;1;163;Japan;462411;Estadio de las Artes (Generic Stadium NG);5
111651;17;Toronto;Major League Soccer;1;95;United States;896475;Stadion 23. Maj;4
111657;17;Frosinone;Serie A;2;27;Italy;94575;Town Park;2
111674;17;Al Shabab;Pro League;1;183;Saudi Arabia;185336;King Fahd International Stadium;6
111678;17;Tijuana;Liga MX;1;83;Mexico;896766;Estadio Nacional (El Medio);6
111706;17;Godoy Cruz;Liga Profesional;1;52;Argentina;7690084;Stadio Classico;4
111707;17;Aldosivi;Liga Profesional;1;52;Argentina;185049;Stadio Classico;2
111708;17;Atlético Tucumán;Liga Profesional;1;52;Argentina;438064;Estadio Nacional (El Medio);1
111710;17;Defensa y Justicia;Liga Profesional;1;52;Argentina;37625768;Arena del Centenario (Estadio del Pueblo);2
111711;17;Huracán;Liga Profesional;1;52;Argentina;10293509;El Libertador (La Bombastico);5
111713;17;San Martín de San Juan;Liga Profesional;1;52;Argentina;212494;Arena del Centenario (Estadio del Pueblo);1
111715;17;Tigre;Liga Profesional;1;52;Argentina;109688;Stadion 23. Maj;6
111716;17;Unión Santa Fe;Liga Profesional;1;52;Argentina;133534;Estadio Nacional (El Medio);2
111722;17;Deportes Tolima;Liga BetPlay;1;56;Colombia;467441;Stadion 23. Maj;4
111723;17;Deportivo Pasto;Liga BetPlay;1;56;Colombia;466317;Stadio Classico;2
111730;17;Kawasaki Frontale;J-League;1;163;Japan;461025;Euro Arena;5
111766;17;Wellington Phoenix;A-League;1;195;Australia;317694;O Dromo;1
111821;17;Admira;Bundesliga;1;4;Austria;26669978;Stadion 23. Maj;2
111822;17;Wolfsberger AC;Bundesliga;1;4;Austria;12066298;Euro Park;1
111928;17;San Jose Earthquakes;Major League Soccer;1;95;United States;37626398;Stade Municipal;2
111968;17;Wexford Youths;Premier Division;1;25;Republic of Ireland;120668;Town Park;1
111974;17;Sassuolo;Serie A;1;27;Italy;367568;Crown Lane;4
111976;17;Avaí FC;Serie A;2;54;Brazil;1872757;Arena d'Oro;3
111993;17;Cittadella;Serie B;2;27;Italy;131125;Town Park;1
112001;17;América Mineiro;Serie A;1;54;Brazil;456040;Estadio Nacional (El Medio);2
112019;17;Boyacá Chicó FC;Liga BetPlay;1;56;Colombia;236047;Estadio Nacional (El Medio);1
112026;17;Benevento;Serie B;2;27;Italy;128419;Stadion 23. Maj;2
112075;17;St. Pölten;Bundesliga;1;4;Austria;347590;Stadion Neder;1
112092;17;Nagoya Grampus;J-League;1;163;Japan;471542;Stadion 23. Maj;5
112093;17;Gamba Osaka;J-League;1;163;Japan;37569638;Panasonic Stadium Suita;5
112096;17;Al Ettifaq;Pro League;1;183;Saudi Arabia;458558;Stade Kokoto (Generic Africa 2);5
112116;17;CD O'Higgins;Primera Division;1;55;Chile;1552207;Arena d'Oro;3
112122;17;Kardemir Karabükspor;Super Lig;1;48;Turkey;37602353;Stadion Neder;1
112130;17;Jönköpings Södra IF;Allsvenskan;1;46;Sweden;37297706;Town Park;1
112134;17;Philadelphia Union;Major League Soccer;1;95;United States;524291;Stadio Classico;1
112139;17;Al Nassr;Pro League;1;183;Saudi Arabia;523905;King Fahd International Stadium;4
112169;17;Falkenberg;Allsvenskan;1;46;Sweden;189568;Town Park;1
112172;17;RB Leipzig;Bundesliga;1;21;Germany;29710;Sanderson Park (FIFA 13 NEW generic);4
112199;17;Sarpsborg 08;Eliteserien;1;36;Norway;10626699;Euro Arena;1
112218;17;FC Krasnodar;Premier League;1;40;Russia;171254;Euro Arena;5
112224;17;Melbourne City;A-League;1;195;Australia;1631;Stade Municipal;2
112225;17;Novara Calcio;Serie B;2;27;Italy;1552902;Estadio Nacional (El Medio);2
112254;17;Newport County;League Two;4;14;England;20284;Town Park;1
112258;17;Gwangju;K League 1;1;167;Korea Republic;37620993;Stadion Hanguk;1
112259;17;AFC Wimbledon;League Two;3;14;England;2003;Town Park;1
112260;17;Fleetwood Town;League One;3;14;England;171725;Crown Lane;1
112261;17;FC Orenburg;Premier League;1;40;Russia;79289;Town Park;1
112276;17;US Orléans Loiret Football;Ligue 2;2;18;France;524989;Euro Park;1
112345;17;Omiya Ardija;J-League;1;163;Japan;467354;Stadion 23. Maj;1
112387;17;Al Ahli Jeddah;Pro League;1;183;Saudi Arabia;5332210;King Abdullah Sports City;7
112389;17;Al Faisaly;Pro League;1;183;Saudi Arabia;463146;Stade Kokoto (Generic Africa 2);2
112390;17;Al Fateh;Pro League;1;183;Saudi Arabia;2511114;Stade Kokoto (Generic Africa 2);4
112391;17;Al Qadisiyah;Pro League;1;183;Saudi Arabia;37545084;Stade Kokoto (Generic Africa 2);1
112392;17;Al Raed;Pro League;1;183;Saudi Arabia;456665;Stade Kokoto (Generic Africa 2);1
112393;17;Al Taawon;Pro League;1;183;Saudi Arabia;24445026;Stade Kokoto (Generic Africa 2);2
112398;17;FC Pro Vercelli 1892;Serie B;2;27;Italy;128470;Euro Park;1
112408;17;Al Wahda;Pro League;1;183;Saudi Arabia;460164;Stade Kokoto (Generic Africa 2);1
112409;17;Carpi;Serie B;2;27;Italy;127593;Town Park;2
112410;17;Trapani;Serie B;2;27;Italy;;Aloha Park (Generic Oceania 2);1
112427;17;Western Sydney Wanderers;A-League;1;195;Australia;197728;Euro Arena;6
112476;17;Chapecoense;Serie A;1;54;Brazil;523906;Arena del Centenario (Estadio del Pueblo);1
112487;17;Latina;Serie B;2;27;Italy;130911;Aloha Park (Generic Oceania 2);1
112510;17;Nieciecza;Ekstraklasa;1;37;Poland;12830699;Town Park;1
112513;17;Arouca;Liga Portugal;1;38;Portugal;6648081;Aloha Park (Generic Oceania 2);1
112516;17;Tondela;Liga Portugal;1;38;Portugal;37541656;Euro Park;1
112523;17;La Equidad;Liga BetPlay;1;56;Colombia;27057544;Stadion 23. Maj;2
112526;17;Envigado FC;Liga BetPlay;1;56;Colombia;1030279;Stadion 23. Maj;1
112527;17;Patriotas Boyacá FC;Liga BetPlay;1;56;Colombia;37584234;Estadio Nacional (El Medio);1
112528;17;Atlético Huila;Liga BetPlay;1;56;Colombia;1468170;Arena d'Oro;2
112531;17;Deportes Iquique;Primera Division;1;55;Chile;37640962;Arena d'Oro;3
112533;17;Antofagasta;Primera Division;1;55;Chile;896760;Arena d'Oro;1
112534;17;CD Universidad de Concepción;Primera Division;1;55;Chile;471878;O Dromo;1
112558;17;Suwon;K League 1;1;167;Korea Republic;37476493;Euro Park;1
112578;17;Rionegro Águilas;Liga BetPlay;1;56;Colombia;235363;Stadion 23. Maj;3
112579;17;Alianza Petrolera;Liga BetPlay;1;56;Colombia;470494;Aloha Park (Generic Oceania 2);2
112584;17;Everton;Primera Division;1;55;Chile;25931173;Estadio Presidente G.Lopes;1
112606;17;Orlando City;Major League Soccer;1;95;United States;429917;Estadio de las Artes (Generic Stadium NG);5
112668;17;San Luis de Quillota;Primera Division;1;55;Chile;470515;Molton Road (Sheldon Stadium);1
112670;17;Talleres Córdoba;Liga Profesional;1;52;Argentina;252450;O Dromo;1
112679;17;Jaguares de Chiapas;Liga MX;1;83;Mexico;;Arena d'Oro;1
112709;17;Club Deportes Temuco;Primera Division;1;55;Chile;37640959;Estadio Presidente G.Lopes;1
112713;17;Sarmiento;Liga Profesional;1;52;Argentina;107256;Arena del Centenario (Estadio del Pueblo);1
112791;17;SPAL;Serie B;2;27;Italy;466678;Town Park;1
112828;17;New York City;Major League Soccer;1;95;United States;32431130;El Monumento (Estadio Latino);5
112834;17;Fortaleza CEIF;Liga BetPlay;1;56;Colombia;37556105;Stadion 23. Maj;1
112836;17;Vegalta Sendai;J-League;1;163;Japan;784331;Stadion Neder;4
112883;17;Al Khaleej;Pro League;1;183;Saudi Arabia;1533122;Stade Kokoto (Generic Africa 2);2
112903;17;Jaguares de Córdoba Fútbol Club;Liga BetPlay;1;56;Colombia;1452767;Aloha Park (Generic Oceania 2);2
112904;17;Club Atlético Temperley;Liga Profesional;1;52;Argentina;1553570;Arena del Centenario (Estadio del Pueblo);1
112906;17;Albirex Niigata;J-League;1;163;Japan;37618991;Stadion Hanguk;1
112934;17;Cortuluá;Liga BetPlay;1;56;Colombia;452906;Arena d'Oro;1
112954;17;Vicenza;Serie B;2;27;Italy;513778;Arena d'Oro;1
112990;17;Al Batin;Pro League;1;183;Saudi Arabia;462184;Stade Kokoto (Generic Africa 2);1
112992;17;Atlético Bucaramanga;Liga BetPlay;1;56;Colombia;883029;Euro Arena;1
113142;17;Alanyaspor;Super Lig;1;48;Turkey;37566248;Stadion Neder;1
113147;17;Virtus Entella Chiavari;Serie B;2;27;Italy;130523;0;1
113157;17;Sanfrecce Hiroshima;J-League;1;163;Japan;535591;Stadion Hanguk;5
113160;17;Sagan Tosu;J-League;1;163;Japan;18218840;Estadio Nacional (El Medio);2
113161;17;Shonan Bellmare;J-League;1;163;Japan;308200;Euro Arena;1
113162;17;Ventforet Kofu;J-League;1;163;Japan;457354;Euro Park;1
113173;17;Östersunds FK;Allsvenskan;1;46;Sweden;149815;Town Park;1
113186;17;Avispa Fukuoka;J-League;1;163;Japan;12830275;Estadio de las Artes (Generic Stadium NG);1
113216;17;UCAM Murcia CF;La Liga 2;2;45;Spain;3219729;Crown Lane;1
1;18;Arsenal;Premier League;1;14;England;307;Emirates Stadium;9
2;18;Aston Villa;Premier League;2;14;England;50;Villa Park;3
3;18;Blackburn Rovers;Championship;3;14;England;23174;Ivy Lane;1
4;18;Bolton Wanderers;League One;2;14;England;491;Sanderson Park (FIFA 13 NEW generic);1
5;18;Chelsea;Premier League;1;14;England;452683;Stamford Bridge;10
7;18;Everton;Premier League;1;14;England;95;Goodison Park;6
8;18;Leeds United;Championship;2;14;England;524552;Eastpoint Arena (Football Ground);1
9;18;Liverpool;Premier League;1;14;England;455353;Anfield;7
10;18;Manchester City;Premier League;1;14;England;455361;Etihad Stadium;9
11;18;Manchester United;Premier League;1;14;England;456113;Old Trafford;10
12;18;Middlesbrough;Championship;2;14;England;37664674;Riverside Stadium;2
13;18;Newcastle United;Premier League;1;14;England;523911;St. James' Park;3
14;18;Nottingham Forest;Premier League;2;14;England;37250724;Forest Park Stadium (Square Ground);1
15;18;Queens Park Rangers;Championship;2;14;England;37633958;Kiyan Prince Foundation;1
17;18;Southampton;Championship;1;14;England;524297;St. Mary's Stadium;5
18;18;Tottenham Hotspur;Premier League;1;14;England;455384;Wembley Stadium;8
19;18;West Ham United;Premier League;1;14;England;455355;London Stadium;5
21;18;FC Bayern München;Bundesliga;1;21;Germany;458813;Allianz Arena;10
22;18;Borussia Dortmund;Bundesliga;1;21;Germany;417317;Waldstadion (Fussballstadion);8
23;18;Borussia Mönchengladbach;Bundesliga;1;21;Germany;460535;BORUSSIA-PARK;5
25;18;SC Freiburg;Bundesliga;1;21;Germany;460197;Ivy Lane;3
27;18;Hansa Rostock;2. Bundesliga;3;21;Germany;460205;Stade Municipal;1
28;18;Hamburger SV;2. Bundesliga;1;21;Germany;1552477;Volksparkstadion;4
29;18;Kaiserslautern;2. Bundesliga;2;21;Germany;896509;Stadion Europa (Generic Europe 2);2
31;18;FC Köln;Bundesliga;1;21;Germany;29676;Waldstadion (Fussballstadion);4
32;18;Bayer 04 Leverkusen;Bundesliga;1;21;Germany;511;Stadion Europa (Generic Europe 2);6
34;18;Schalke 04;2. Bundesliga;1;21;Germany;37336957;Veltins-Arena;6
