team_id;fifa_version;team_name;league_name;league_level;nationality_id;nationality_name;coach_id;home_stadium;international_prestige
36;18;VfB Stuttgart;Bundesliga;1;21;Germany;45305;Waldstadion (Fussballstadion);4
38;18;Werder Bremen;Bundesliga;1;21;Germany;20693423;Waldstadion (Fussballstadion);4
39;18;Atalanta;Serie A;1;27;Italy;456038;Stadio Classico;4
44;18;Inter;Serie A;1;27;Italy;128160;San Siro;8
45;18;Juventus;Serie A;1;27;Italy;455957;Juventus Arena;10
46;18;Lazio;Serie A;1;27;Italy;455926;Stadio Olimpico;6
47;18;Milan;Serie A;1;27;Italy;459100;San Siro;8
48;18;Napoli;Serie A;1;27;Italy;523897;Stadion Olympik;7
50;18;Parma;Serie B;2;27;Italy;130528;Arena d'Oro;2
52;18;Roma;Serie A;1;27;Italy;455375;Stadio Olimpico;7
54;18;Torino;Serie A;1;27;Italy;127980;O Dromo;4
55;18;Udinese;Serie A;1;27;Italy;1553200;Stadion Neder;4
57;18;Auxerre;Ligue 2;2;18;France;524286;Forest Park Stadium (Square Ground);1
59;18;Bordeaux;Ligue 2;1;18;France;529830;Waldstadion (Fussballstadion);3
62;18;Guingamp;Ligue 2;1;18;France;94341;Court Lane;2
64;18;Lens;Ligue 1;2;18;France;896608;Ivy Lane;1
65;18;Lille;Ligue 1;1;18;France;455945;Waldstadion (Fussballstadion);4
66;18;Olympique Lyonnais;Ligue 1;1;18;France;37438919;Waldstadion (Fussballstadion);6
68;18;Metz;Ligue 1;1;18;France;2158433;Ivy Lane;1
69;18;Monaco;Ligue 1;1;18;France;2158189;Euro Arena;6
70;18;Montpellier;Ligue 1;1;18;France;464744;Forest Park Stadium (Square Ground);3
71;18;Nantes;Ligue 1;1;18;France;459054;Estadio de las Artes (Generic Stadium NG);2
72;18;Nice;Ligue 1;1;18;France;455672;Waldstadion (Fussballstadion);3
73;18;Paris Saint Germain;Ligue 1;1;18;France;524011;Parc des Princes;10
74;18;Rennes;Ligue 1;1;18;France;523953;Stade Municipal;3
76;18;Strasbourg;Ligue 1;1;18;France;527346;Stade Municipal;1
77;18;Aberdeen;Premiership;1;42;Scotland;1621;Ivy Lane;1
78;18;Celtic;Premiership;1;42;Scotland;896805;Eastpoint Arena (Football Ground);4
80;18;Hearts;Premiership;1;42;Scotland;5097;Ivy Lane;1
81;18;Hibernian;Premiership;1;42;Scotland;1600;Ivy Lane;2
82;18;Kilmarnock;Premiership;1;42;Scotland;896462;Ivy Lane;1
83;18;Motherwell;Premiership;1;42;Scotland;171878;Ivy Lane;1
86;18;Rangers;Premiership;1;42;Scotland;23237;Eastpoint Arena (Football Ground);3
88;18;Birmingham City;Championship;2;14;England;2146;Stade Municipal;2
89;18;Charlton Athletic;League One;3;14;England;37386304;Forest Park Stadium (Square Ground);1
91;18;Derby County;League One;2;14;England;3311;Molton Road (Sheldon Stadium);1
92;18;Grimsby Town;League Two;4;14;England;17867632;Town Park;1
94;18;Ipswich Town;Championship;2;14;England;37524146;Ivy Lane;1
95;18;Leicester City;Championship;1;14;England;896460;King Power Stadium;5
97;18;Millwall;Championship;2;14;England;455453;Ivy Lane;1
106;18;Sunderland;Championship;2;14;England;455344;Stadium of Light;3
109;18;West Bromwich Albion;Championship;1;14;England;37453069;The Hawthorns;4
110;18;Wolverhampton Wanderers;Premier League;2;14;England;1198;Ivy Lane;1
121;18;Crewe Alexandra;League Two;4;14;England;37629634;Court Lane;1
127;18;Shrewsbury Town;League One;3;14;England;5332015;Court Lane;1
135;18;Barnet;League Two;4;14;England;1552200;Town Park;1
142;18;Doncaster Rovers;League Two;3;14;England;607;Molton Road (Sheldon Stadium);1
143;18;Exeter City;League One;4;14;England;10629;Town Park;1
144;18;Fulham;Premier League;2;14;England;455424;Court Lane;2
149;18;Lincoln City;League One;4;14;England;2198;Crown Lane;1
159;18;DSC Arminia Bielefeld;3. Liga;2;21;Germany;37575668;Ivy Lane;1
160;18;VfL Bochum 1848;Bundesliga;2;21;Germany;526236;Stadion Neder;2
165;18;SpVgg Greuther Fürth;2. Bundesliga;2;21;Germany;197165;Court Lane;2
166;18;Hertha BSC;2. Bundesliga;1;21;Germany;458610;Olympiastadion;4
169;18;FSV Mainz 05;Bundesliga;1;21;Germany;29535;Ivy Lane;4
171;18;Nürnberg;2. Bundesliga;2;21;Germany;523936;Stadion Olympik;3
172;18;Unterhaching;3. Liga;3;21;Germany;30996;Estadio de las Artes (Generic Stadium NG);1
175;18;VfL Wolfsburg;Bundesliga;1;21;Germany;524537;Waldstadion (Fussballstadion);6
180;18;Dundee;Premiership;1;42;Scotland;455462;Court Lane;1
184;18;Hamilton Academical;Premiership;1;42;Scotland;1452147;Town Park;1
189;18;Bologna;Serie A;1;27;Italy;95726;Stadio Classico;4
190;18;Brescia;Serie B;2;27;Italy;1452340;Stadion 23. Maj;2
191;18;Salzburg;Bundesliga;1;4;Austria;30314;Waldstadion (Fussballstadion);5
192;18;Chievo;Serie B;1;27;Italy;456552;O Dromo;3
199;18;Perugia;Serie B;2;27;Italy;468798;Crown Lane;2
200;18;Pescara;Serie B;2;27;Italy;1872679;Stadion 23. Maj;1
205;18;Venezia;Serie B;2;27;Italy;16827150;Crown Lane;2
206;18;Hellas Verona;Serie A;1;27;Italy;22877956;O Dromo;1
209;18;Sturm Graz;Bundesliga;1;4;Austria;1452203;Stadion Neder;3
210;18;Caen;Ligue 2;1;18;France;456153;Stade Municipal;1
212;18;Châteauroux;Ligue 2;2;18;France;2510462;Court Lane;2
217;18;Lorient;Ligue 1;2;18;France;529482;Stade Municipal;1
219;18;Olympique de Marseille;Ligue 1;1;18;France;407845;Orange Vélodrome;4
224;18;Nîmes;Ligue 2;2;18;France;464864;Forest Park Stadium (Square Ground);1
226;18;Sochaux;Ligue 2;2;18;France;97208;Waldstadion (Fussballstadion);1
229;18;Anderlecht;Jupiler Pro League;1;7;Belgium;1030184;Stade Municipal;7
230;18;Antwerp;Jupiler Pro League;1;7;Belgium;24381;Court Lane;1
231;18;Club Brugge;Jupiler Pro League;1;7;Belgium;121;Waldstadion (Fussballstadion);5
232;18;Standard Liège;Jupiler Pro League;1;7;Belgium;455793;Waldstadion (Fussballstadion);4
234;18;Benfica;Liga Portugal;1;38;Portugal;883017;Waldstadion (Fussballstadion);7
236;18;Porto;Liga Portugal;1;38;Portugal;523928;Estadio de las Artes (Generic Stadium NG);8
237;18;Sporting CP;Liga Portugal;1;38;Portugal;158158;Waldstadion (Fussballstadion);7
240;18;Atlético Madrid;La Liga;1;45;Spain;452946;Wanda Metropolitano;9
241;18;FC Barcelona;La Liga;1;45;Spain;184942;El Libertador (La Bombastico);10
242;18;Deportivo de La Coruña;La Liga 2;1;45;Spain;27462686;Waldstadion (Fussballstadion);3
243;18;Real Madrid;La Liga;1;45;Spain;455800;Estadio Santiago Bernabéu;10
244;18;Real Zaragoza;La Liga 2;2;45;Spain;37552521;El Libertador (La Bombastico);1
245;18;Ajax;Eredivisie;1;34;Netherlands;23435;Johan Cruijff ArenA;7
246;18;Feyenoord;Eredivisie;1;34;Netherlands;23180;Eastpoint Arena (Football Ground);5
247;18;PSV;Eredivisie;1;34;Netherlands;30963;Waldstadion (Fussballstadion);6
252;18;LASK Linz;Bundesliga;1;4;Austria;15062004;Euro Arena;1
254;18;Rapid Wien;Bundesliga;1;4;Austria;51306;Molton Road (Sheldon Stadium);4
256;18;Austria Wien;Bundesliga;1;4;Austria;37575021;Court Lane;4
260;18;Tenerife;La Liga 2;2;45;Spain;455944;Estadio Presidente G.Lopes;1
267;18;Sparta Praha;Fortuna Liga;1;12;Czech Republic;82974;Waldstadion (Fussballstadion);4
269;18;Brøndby;Superliga;1;13;Denmark;896137;Waldstadion (Fussballstadion);2
270;18;Silkeborg;Superliga;1;13;Denmark;457779;Crown Lane;1
271;18;AGF;Superliga;1;13;Denmark;524374;Euro Park;1
272;18;OB;Superliga;1;13;Denmark;465296;Court Lane;1
278;18;AEK Athens;Super League;1;22;Greece;896756;Stadion Olympik;2
280;18;Olympiakos Piraeus;Super League;1;22;Greece;455493;Stadion Neder;6
294;18;Troyes;Ligue 2;1;18;France;1477272;Forest Park Stadium (Square Ground);1
298;18;Rosenborg;Eliteserien;1;36;Norway;18567633;Forest Park Stadium (Square Ground);3
299;18;Lillestrøm;Eliteserien;1;36;Norway;458681;Stadion Neder;1
300;18;Viking;Eliteserien;1;36;Norway;37571867;Stadion Neder;1
305;18;Bohemians;Premier Division;1;25;Republic of Ireland;1182371;Town Park;1
306;18;Shamrock Rovers;Premier Division;1;25;Republic of Ireland;120775;Town Park;1
312;18;Dinamo Moscow;Premier League;1;40;Russia;455363;Ivy Lane;5
315;18;CSKA Moskva;Premier League;1;40;Russia;3181403;Stadion Europa (Generic Europe 2);7
319;18;IFK Göteborg;Allsvenskan;1;46;Sweden;452689;Stadion Neder;2
320;18;Malmö FF;Allsvenskan;1;46;Sweden;474444;Stade Municipal;3
321;18;Halmstad;Allsvenskan;1;46;Sweden;452677;Stade Municipal;1
322;18;Grasshopper;Super League;1;47;Switzerland;896655;Euro Arena;4
325;18;Galatasaray;Super Lig;1;48;Turkey;199988;Sanderson Park (FIFA 13 NEW generic);7
326;18;Fenerbahçe;Super Lig;1;48;Turkey;523923;Waldstadion (Fussballstadion);7
327;18;Be?ikta?;Super Lig;1;48;Turkey;896570;Waldstadion (Fussballstadion);7
346;18;Yeovil Town;League Two;4;14;England;10631;Town Park;1
357;18;Morecambe;League Two;4;14;England;524027;Town Park;1
361;18;Stevenage;League One;4;14;England;524208;Town Park;1
378;18;Brest;Ligue 1;2;18;France;456603;Court Lane;1
379;18;Stade de Reims;Ligue 1;2;18;France;523909;Stade Municipal;1
383;18;Palmeiras;Serie A;1;54;Brazil;2511092;El Monumento (Estadio Latino);5
393;18;PAOK;Super League;1;22;Greece;458545;Stadion 23. Maj;4
417;18;Molde;Eliteserien;1;36;Norway;32396043;Stadion Neder;2
418;18;Tromsø;Eliteserien;1;36;Norway;469995;Town Park;1
420;18;Górnik Zabrze;Ekstraklasa;1;37;Poland;20693356;Euro Park;2
422;18;Cork City;Premier Division;1;25;Republic of Ireland;2615;Town Park;1
423;18;St Patrick's;Premier Division;1;25;Republic of Ireland;121795;Town Park;1
433;18;AIK;Allsvenskan;1;46;Sweden;184993;Waldstadion (Fussballstadion);2
436;18;Trabzonspor;Super Lig;1;48;Turkey;460597;Euro Arena;5
445;18;Derry City;Premier Division;1;25;Republic of Ireland;120315;Town Park;1
448;18;Athletic Club;La Liga;1;45;Spain;470943;Waldstadion (Fussballstadion);6
449;18;Real Betis;La Liga;1;45;Spain;523898;El Libertador (La Bombastico);2
450;18;Celta de Vigo;La Liga;1;45;Spain;251872;Stadio Classico;4
452;18;Espanyol;La Liga 2;1;45;Spain;466541;Waldstadion (Fussballstadion);2
457;18;Real Sociedad;La Liga;1;45;Spain;530755;O Dromo;3
459;18;Sporting Gijón;La Liga 2;2;45;Spain;896649;Stade Municipal;1
461;18;Valencia;La Liga;1;45;Spain;127965;El Libertador (La Bombastico);6
462;18;Real Valladolid;La Liga 2;2;45;Spain;1068543;Waldstadion (Fussballstadion);1
463;18;Deportivo Alavés;La Liga;1;45;Spain;16111977;Stade Municipal;1
467;18;SD Eibar;La Liga 2;1;45;Spain;883095;Crown Lane;1
472;18;Las Palmas;La Liga;1;45;Spain;7330518;El Monumento (Estadio Latino);1
477;18;CD Numancia;La Liga 2;2;45;Spain;32405547;Stadion Neder;1
479;18;Osasuna;La Liga;2;45;Spain;456423;Ivy Lane;1
480;18;Rayo Vallecano;La Liga;2;45;Spain;19960388;Crown Lane;1
481;18;Sevilla;La Liga;1;45;Spain;456014;El Libertador (La Bombastico);6
483;18;Villarreal;La Liga;1;45;Spain;455907;Ivy Lane;7
485;18;Hannover 96;2. Bundesliga;1;21;Germany;33182;Waldstadion (Fussballstadion);4
487;18;Osnabrück;2. Bundesliga;3;21;Germany;35472;Crown Lane;1
492;18;Wehen Wiesbaden;2. Bundesliga;3;21;Germany;896508;Stadion Neder;1
503;18;Dynamo Dresden;3. Liga;2;21;Germany;344426;Stade Municipal;1
506;18;Erzgebirge Aue;3. Liga;2;21;Germany;29740;Crown Lane;1
507;18;Chemnitzer FC;3. Liga;3;21;Germany;20691920;Stadion Neder;1
517;18;Botafogo;Serie A;1;54;Brazil;464141;O Dromo;4
518;18;Chaves;Liga Portugal;1;38;Portugal;1552838;Arena d'Oro;1
531;18;Preußen Münster;3. Liga;3;21;Germany;1552555;Euro Arena;1
543;18;Jahn Regensburg;3. Liga;2;21;Germany;35564;Stade Municipal;1
550;18;VfR Aalen;3. Liga;3;21;Germany;459598;Town Park;2
561;18;Forest Green Rovers;League Two;4;14;England;458688;Town Park;1
563;18;Sligo Rovers;Premier Division;1;25;Republic of Ireland;120469;Town Park;1
567;18;Fluminense;Serie A;1;54;Brazil;459133;O Dromo;5
568;18;Cruzeiro;Serie A;1;54;Brazil;186071;O Dromo;6
570;18;Ternana;Serie B;2;27;Italy;1553030;Stadion 23. Maj;1
573;18;Málaga;La Liga 2;1;45;Spain;455648;El Libertador (La Bombastico);2
576;18;Holstein Kiel;2. Bundesliga;2;21;Germany;35399;Crown Lane;1
598;18;São Paulo;Serie A;1;54;Brazil;215856;El Monumento (Estadio Latino);6
605;18;Al Hilal;Pro League;1;183;Saudi Arabia;1552810;King Fahd International Stadium;7
607;18;Al Ittihad;Pro League;1;183;Saudi Arabia;455991;King Abdullah Sports City;6
614;18;Ajaccio;Ligue 2;2;18;France;455815;Court Lane;1
631;18;Ross County;Premiership;1;42;Scotland;6971069;Court Lane;1
650;18;ADO Den Haag;Eredivisie;1;34;Netherlands;497;Molton Road (Sheldon Stadium);1
665;18;Vitória de Setúbal;Liga Portugal;1;38;Portugal;1552921;Arena d'Oro;2
666;18;Desportivo das Aves;Liga Portugal;1;38;Portugal;;Euro Park;1
670;18;Sporting Charleroi;Jupiler Pro League;1;7;Belgium;37575018;Court Lane;2
673;18;Genk;Jupiler Pro League;1;7;Belgium;3533861;Waldstadion (Fussballstadion);4
674;18;Gent;Jupiler Pro League;1;7;Belgium;896519;Waldstadion (Fussballstadion);5
680;18;Sint-Truiden;Jupiler Pro League;1;7;Belgium;459717;Forest Park Stadium (Square Ground);1
682;18;KV Oostende;Jupiler Pro League;1;7;Belgium;1030203;Court Lane;2
687;18;Columbus Crew;Major League Soccer;1;95;United States;429924;Arena del Centenario (Estadio del Pueblo);3
688;18;DC United;Major League Soccer;1;95;United States;579;O Dromo;4
689;18;New York RB;Major League Soccer;1;95;United States;1854915;Waldstadion (Fussballstadion);4
691;18;New England;Major League Soccer;1;95;United States;474428;Estadio de las Artes (Generic Stadium NG);3
693;18;Chicago Fire;Major League Soccer;1;95;United States;261388;Crown Lane;1
694;18;Colorado Rapids;Major League Soccer;1;95;United States;20326070;Crown Lane;1
695;18;Dallas;Major League Soccer;1;95;United States;37608726;Arena d'Oro;2
696;18;Sporting Kansas City;Major League Soccer;1;95;United States;524398;Stadion Neder;2
697;18;LA Galaxy;Major League Soccer;1;95;United States;516577;Dignity Health Sports Park;5
698;18;Houston Dynamo;Major League Soccer;1;95;United States;37430442;Stadio Classico;2
700;18;Elfsborg;Allsvenskan;1;46;Sweden;457107;Stade Municipal;1
702;18;Norrköping;Allsvenskan;1;46;Sweden;459045;Stade Municipal;1
705;18;Örebro;Allsvenskan;1;46;Sweden;189622;Crown Lane;1
708;18;Hammarby;Allsvenskan;1;46;Sweden;18932187;Forest Park Stadium (Square Ground);1
710;18;Djurgården;Allsvenskan;1;46;Sweden;37528432;Waldstadion (Fussballstadion);1
711;18;Häcken;Allsvenskan;1;46;Sweden;896740;Stadion Neder;1
741;18;Antalyaspor;Super Lig;1;48;Turkey;4115;Stadion Olympik;3
742;18;Bursaspor;Super Lig;1;48;Turkey;37553899;Stadio Classico;5
744;18;Rio Ave;Liga Portugal;1;38;Portugal;1553235;Arena d'Oro;4
819;18;København;Superliga;1;13;Denmark;117955;Waldstadion (Fussballstadion);3
820;18;AaB;Superliga;1;13;Denmark;24065134;Molton Road (Sheldon Stadium);1
837;18;Dundalk;Premier Division;1;25;Republic of Ireland;12393693;Town Park;2
838;18;Bray Wanderers;Premier Division;1;25;Republic of Ireland;978851;Town Park;1
873;18;Lech Pozna?;Ekstraklasa;1;37;Poland;523929;Sanderson Park (FIFA 13 NEW generic);5
894;18;Zürich;Super League;1;47;Switzerland;518875;Euro Arena;4
896;18;Basel;Super League;1;47;Switzerland;29612;Stadion Europa (Generic Europe 2);6
897;18;Luzern;Super League;1;47;Switzerland;127536;Molton Road (Sheldon Stadium);3
898;18;St. Gallen;Super League;1;47;Switzerland;455701;Molton Road (Sheldon Stadium);4
900;18;Young Boys;Super League;1;47;Switzerland;407770;Waldstadion (Fussballstadion);4
917;18;Stabæk;Eliteserien;1;36;Norway;455941;Stadion Neder;1
919;18;Brann;Eliteserien;1;36;Norway;152235;Forest Park Stadium (Square Ground);1
920;18;Vålerenga;Eliteserien;1;36;Norway;456414;Eastpoint Arena (Football Ground);1
922;18;Strømsgodset;Eliteserien;1;36;Norway;37524364;Crown Lane;1
982;18;Seoul;K League 1;1;167;Korea Republic;37523318;Estadio de las Artes (Generic Stadium NG);7
983;18;Suwon Bluewings;K League 1;1;167;Korea Republic;22536116;Estadio de las Artes (Generic Stadium NG);5
1013;18;San Lorenzo;Liga Profesional;1;52;Argentina;34492065;Estadio Presidente G.Lopes;8
1028;18;Monarcas Morelia;Liga MX;1;83;Mexico;251906;Estadio Presidente G.Lopes;5
1032;18;Monterrey;Liga MX;1;83;Mexico;896767;Sanderson Park (FIFA 13 NEW generic);9
1035;18;Atlético Mineiro;Serie A;1;54;Brazil;526194;Stade Municipal;6
1039;18;Athletico Paranaense;Serie A;1;54;Brazil;452916;Estadio Presidente G.Lopes;4
1053;18;Santos;Serie A;1;54;Brazil;37662210;Estadio Presidente G.Lopes;5
1318;18;England;Friendly International;;14;England;474589;Wembley Stadium;8
1322;18;Austria;Friendly International;;4;Austria;19960383;Stadion Olympik;4
1325;18;Belgium;Friendly International;;7;Belgium;474796;Stadion Olympik;7
1327;18;Bulgaria;Friendly International;;9;Bulgaria;7714354;Stadion 23. Maj;5
1330;18;Czech Republic;Friendly International;;12;Czech Republic;524176;Stadion Neder;5
1331;18;Denmark;Friendly International;;13;Denmark;458506;Waldstadion (Fussballstadion);5
1334;18;Finland;Friendly International;;17;Finland;474417;Stadion Olympik;3
1335;18;France;Friendly International;;18;France;474616;Stadion Olympik;9
1337;18;Germany;Friendly International;;21;Germany;37352367;Olympiastadion;10
1338;18;Greece;Friendly International;;22;Greece;467464;Stadion Neder;6
1341;18;Iceland;Friendly International;;24;Iceland;23990;Euro Arena;2
1343;18;Italy;Friendly International;;27;Italy;784486;Stadio Olimpico;9
1352;18;Norway;Friendly International;;36;Norway;523962;Eastpoint Arena (Football Ground);4
1353;18;Poland;Friendly International;;37;Poland;458563;Sanderson Park (FIFA 13 NEW generic);5
1354;18;Portugal;Friendly International;;38;Portugal;896314;Waldstadion (Fussballstadion);8
1355;18;Republic of Ireland;Friendly International;;25;Republic of Ireland;536978;Sanderson Park (FIFA 13 NEW generic);5
1356;18;Romania;Friendly International;;39;Romania;883002;Waldstadion (Fussballstadion);5
1357;18;Russia;Friendly International;;40;Russia;10264954;Waldstadion (Fussballstadion);6
1359;18;Scotland;Friendly International;;42;Scotland;6983788;Stadion Olympik;4
1361;18;Slovenia;Friendly International;;44;Slovenia;459651;Molton Road (Sheldon Stadium);5
1362;18;Spain;Friendly International;;45;Spain;523959;Estadio Santiago Bernabéu;9
1363;18;Sweden;Friendly International;;46;Sweden;474427;Forest Park Stadium (Square Ground);5
1364;18;Switzerland;Friendly International;;47;Switzerland;461203;Waldstadion (Fussballstadion);5
1365;18;Turkey;Friendly International;;48;Turkey;896131;Euro Arena;6
1367;18;Wales;Friendly International;;50;Wales;896501;Ivy Lane;4
1369;18;Argentina;Friendly International;;52;Argentina;127611;El Monumental;9
1370;18;Brazil;Friendly International;;54;Brazil;474720;O Dromo;10
1375;18;Paraguay;Friendly International;;58;Paraguay;455898;Stadio Classico;4
1377;18;Uruguay;Friendly International;;60;Uruguay;896757;El Libertador (La Bombastico);7
1386;18;Mexico;Friendly International;;83;Mexico;896771;Estadio Azteca;7
1387;18;United States;Friendly International;;95;United States;455860;Lumen Field;6
1395;18;Cameroon;Friendly International;;103;Cameroon;200087;Aloha Park (Generic Oceania 2);5
1413;18;China PR;Friendly International;;155;China PR;896517;Stadion Olympik;3
1415;18;Australia;Friendly International;;195;Australia;1525420;Stadion Hanguk;5
1439;18;Kalmar;Allsvenskan;1;46;Sweden;189541;Waldstadion (Fussballstadion);1
1446;18;Horsens;Superliga;1;13;Denmark;16845924;Molton Road (Sheldon Stadium);1
1447;18;SønderjyskE;Superliga;1;13;Denmark;82956;Town Park;1
1456;18;Odd;Eliteserien;1;36;Norway;37430188;Crown Lane;4
1463;18;Haugesund;Eliteserien;1;36;Norway;6972209;Euro Park;1
1465;18;Sogndal Fotball;Eliteserien;1;36;Norway;3125;Town Park;1
1473;18;Ulsan;K League 1;1;167;Korea Republic;452818;Waldstadion (Fussballstadion);6
1474;18;Pohang Steelers;K League 1;1;167;Korea Republic;319508;Waldstadion (Fussballstadion);6
1475;18;Jeonnam Dragons;K League 1;1;167;Korea Republic;37640409;Town Park;2
1477;18;Jeonbuk Motors;K League 1;1;167;Korea Republic;319820;Forest Park Stadium (Square Ground);6
1478;18;Jeju United;K League 1;1;167;Korea Republic;942499;Estadio de las Artes (Generic Stadium NG);2
1480;18;Carlisle United;League One;4;14;England;37354684;Crown Lane;1
1516;18;Midtjylland;Superliga;1;13;Denmark;37354876;Stadion Neder;2
1530;18;Angers SCO;Ligue 2;1;18;France;37331744;Town Park;1
1569;18;Wis?a P?ock;Ekstraklasa;1;37;Poland;153980;Euro Park;2
1571;18;Galway United;Premier Division;1;25;Republic of Ireland;1068555;Town Park;1
1572;18;Drogheda United;Premier Division;1;25;Republic of Ireland;37618984;Town Park;1
1596;18;GIF Sundsvall;Allsvenskan;1;46;Sweden;7689026;Crown Lane;1
1629;18;Grêmio;Serie A;1;54;Brazil;459064;O Dromo;6
1715;18;FC Thun;Super League;1;47;Switzerland;468615;Stadion Neder;5
1719;18;Vitória;Serie A;1;54;Brazil;21054920;Arena del Centenario (Estadio del Pueblo);2
